fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,via_ingreso,consultante_provincia,consultante_como_conocio_la_linea,consultante_edad_aparente
2023-03-09,11:46,3525559435,Urgencia,Ciudadano,Sí,Otro,Tarjeta de cobro,Santiago del Estero,Santiago del Estero,Línea 145,Santiago del Estero,,34.0
2023-03-09,16:06,1535559435,Urgencia,Ciudadano,Sí,Trata,Consulta vias para poder denunciar,,,Línea 145,,,40.0
2023-03-09,16:23,5535559435,Urgencia,Ciudadano,Sí,Trata,Judicialización,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-03-09,16:35,6535559435,Urgencia,Ciudadano,No,Trata,Judicialización,Córdoba,Córdoba,Línea 145,Córdoba,,50.0
2023-03-09,18:51,8445559435,Urgencia,Ciudadano,Sí,Trata,Oferta laboral engañosa,Buenos Aires,La Plata,Línea 145,Buenos Aires,,20.0
2023-03-09,20:19,9445559435,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-10,19:55,4555559435,Urgencia,Institución - Policía de la Ciudad Protección Familiar área sur,No,Trata,Solicitud de intervenció del pnr,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-03-10,21:45,565559435,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Misiones,San Vicente,Línea 145,Misiones,,0.0
2023-03-10,23:00,3565559435,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Salta,,Línea 145,Corrientes,,45.0
2023-03-11,05:22,7565559435,Urgencia,Institución - Comisaria 1 D,No,Trata,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-11,23:31,2505659435,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,,,Línea 145,,,0.0
2023-03-12,03:09,4505659435,Urgencia,Institución - Oficina de Violencia Doméstica de Tucuman,No,Salud,Salud mental,Salta,Rosario de la Frontera,Línea 145,Tucumán,,0.0
2023-03-13,08:39,1525659435,Urgencia,Ciudadano,Sí,Trata,Venta de drogas,Chaco,,Llamada no pertinente,Chaco,,0.0
2023-03-13,08:45,2525659435,Urgencia,Ciudadano,No,Salud,Salud mental,Chaco,Resistencia,Línea 145,Chaco,,0.0
2023-03-13,10:32,5525659435,Urgencia,Ciudadano,No,Trata,No aplica,Buenos Aires,La Plata,Línea 145,Buenos Aires,,0.0
2023-03-13,11:09,7525659435,Urgencia,Ciudadano,No,Trata,Judicializacion,Buenos Aires,La Plata,Línea 145,Buenos Aires,,0.0
2023-03-13,12:22,1535659435,Urgencia,Institución - Oficina Violencia Doméstica -Tucumán,No,Otro,Consulta judicialización,,,Línea 145,Tucumán,,0.0
2023-03-13,16:19,9445659435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,Línea 145,,,0.0
2023-03-13,17:02,1545659435,Urgencia,Ciudadano,Sí,Trata,No aplica,Buenos Aires,Balcarce,Línea 145,Buenos Aires,,0.0
2023-03-13,19:16,4545659435,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-13,21:50,9455659435,Urgencia,Ciudadano,No,Violencias,De género > denuncia ya realizada,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,Concurrió en otra oportunidad,40.0
2023-03-14,10:17,6555659435,Urgencia,Ciudadano,Sí,Salud,Acceso a servicios públicos de salud,Santa Fe,Santa Fe,Línea 145,Santa Fe,,0.0
2023-03-14,11:32,565659435,Urgencia,Ciudadano,No,Trata,Consulta judicializacion,,,Línea 145,,,0.0
2023-03-14,12:28,2565659435,Urgencia,Ciudadano,Sí,Trata,Consulta judicializacion,,,Línea 145,,,0.0
2023-03-14,13:07,3565659435,Urgencia,Ciudadano,Sí,Trata,Judicialización,,,Línea 145,Santa Fe,,0.0
2023-03-14,14:26,6565659435,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-15,08:14,5575659435,Urgencia,Institución - OVD Tucumán,No,Salud,Salud mental,Salta,Rosario de la Frontera,Línea 145,Tucumán,,50.0
2023-03-15,09:59,6575659435,Urgencia,Ciudadano,Sí,Otro,Malas condiciones de habitabilidad,Santa Fe,Rosario,Línea 145,Santa Fe,,35.0
2023-03-15,14:59,9484759435,Urgencia,Ciudadano,No,Trata,Abuso sexual,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,,44.0
2023-03-15,17:01,1584759435,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,La Plata,Línea 145,Buenos Aires,,0.0
2023-03-15,17:35,3584759435,Urgencia,Ciudadano,Sí,Otro,Judicialización,,,Línea 145,,,0.0
2023-03-15,21:07,8494759435,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,Buenos Aires,Glew,Línea 145,Buenos Aires,,40.0
2023-03-16,05:59,3594759435,Urgencia,Ciudadano,No,Violencias,Denunciadx por violencia > asistencia a violentxs,Buenos Aires,Mar del Plata,Línea 145,Buenos Aires,,36.0
2023-03-16,06:12,5594759435,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Mar del Plata,Línea 145,Buenos Aires,,35.0
2023-03-16,08:08,8405759435,Urgencia,Institución - Juzgado Fed. nro. 2 de Moron,Sí,Trata,Causa judicializada,Buenos Aires,Morón,Línea 145,Buenos Aires,,35.0
2023-03-16,08:38,505759435,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,,,Línea 145,,,0.0
2023-03-16,09:54,1505759435,Urgencia,Ciudadano,Sí,Trata,Grooming,Entre Ríos,,Línea 145,Entre Ríos,,50.0
2023-03-16,10:00,4505759435,Urgencia,Ciudadano,Sí,Violencia de género,Explotación sexual,Formosa,Formosa,Línea 145,Formosa,,50.0
2023-03-16,10:40,6505759435,Urgencia,Ciudadano,No,Trata,Explotación sexual,Misiones,,Línea 145,Misiones,,25.0
2023-03-16,10:58,7505759435,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,,,Línea 145,,,0.0
2023-03-16,11:24,515759435,Urgencia,Institución - Migraciones Mza,No,Acceso a documentacion personal y certificaciones,"Trámites de migraciones, radicaciones, ciudadanía o refugio",Mendoza,Mendoza,Línea 145,Mendoza,,40.0
2023-03-16,11:26,1515759435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-03-16,13:35,8425759435,Urgencia,Ciudadano,No,Trata,Violencia de género,Córdoba,,Línea 145,Córdoba,,0.0
2023-03-16,15:30,2525759435,Urgencia,Ciudadano,Sí,Trata,No aplica,Santa Fe,Santa Fe,Línea 145,Santa Fe,,0.0
2023-03-16,15:49,4525759435,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,,,Línea 145,,,0.0
2023-03-16,18:27,8435759435,Urgencia,Ciudadano,Sí,Trata,No aplica,,,Línea 145,,,0.0
2023-03-16,19:18,1535759435,Urgencia,Ciudadano,Sí,Trata,Violencias,,,Línea 145,,,0.0
2023-03-17,11:02,1545759435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,,Línea 145,Buenos Aires,,55.0
2023-03-17,14:16,8455759435,Urgencia,Ciudadano,No,Trata,Salud mental,,,Línea 145,,,0.0
2023-03-17,16:08,2555759435,Urgencia,Ciudadano,No,Trata,Ministerio de trabajo,Neuquén,Neuquén,Línea 145,Neuquén,,0.0
2023-03-17,17:33,4555759435,Urgencia,Ciudadano,No,Trata,Explotación sexual,Córdoba,,Línea 145,Córdoba,,0.0
2023-03-17,20:26,7555759435,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,30.0
2023-03-18,06:55,6565759435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,60.0
2023-03-18,10:35,1575759435,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Violencia intrafamiliar,Río Negro,Viedma,Línea 145,Río Negro,"No sabe, no recuerda",60.0
2023-03-18,11:15,2575759435,Urgencia,Ciudadano,Sí,Trata,Consulta sobre consumo problemático,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,Por recomendación,23.0
2023-03-18,18:31,9494840535,Urgencia,Ciudadano,No,Violencias,Familiar > asesoramiento para realizar denuncia,Tucumán,Ingenio la Florida,Línea 145,Tucumán,Por recomendación,30.0
2023-03-19,19:59,5505840535,Urgencia,Ciudadano,No,Discapacidad,Actualización y obtención de cud,,,Línea 145,,,0.0
2023-03-19,20:40,6505840535,Urgencia,Ciudadano,No,Otro,Narcotráfico,,,Línea 145,,,0.0
2023-03-20,08:38,515840535,Urgencia,Ciudadano,Sí,Trata,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-20,09:05,1515840535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-20,11:09,8425840535,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,Línea 145,,,0.0
2023-03-20,12:07,3525840535,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-20,12:49,4525840535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,Línea 145,Córdoba,,0.0
2023-03-20,15:34,1535840535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Neuquén,San Patricio del Chañar,Línea 145,Neuquén,,0.0
2023-03-20,16:15,5535840535,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-20,17:28,6535840535,Urgencia,Ciudadano,No,Trata,Violencia intrafamiliar,Córdoba,cordoba capital,Línea 145,Córdoba,,75.0
2023-03-20,20:59,2545840535,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Béccar,Línea 145,Buenos Aires,,30.0
2023-03-20,21:30,3545840535,Urgencia,Ciudadano,Sí,Violencias,Conflicto vecinal,,,Línea 145,,,50.0
2023-03-20,22:48,4545840535,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,50.0
2023-03-20,23:32,6545840535,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,Ciudad Autónoma de Buenos Aires,,60.0
2023-03-21,00:00,7545840535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Luján,Línea 145,Buenos Aires,,50.0
2023-03-21,08:14,9455840535,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,,,Línea 145,,,0.0
2023-03-21,09:51,3555840535,Urgencia,Ciudadano,No,Trata,Consulta formulario,,,Línea 145,,,0.0
2023-03-21,11:32,6555840535,Urgencia,Ciudadano,No,Otro,Estafa,,,Línea 145,,,0.0
2023-03-21,13:51,565840535,Urgencia,Ciudadano,No,Violencias,Maltrato en comedor,,,Correo Institucional,,,0.0
2023-03-21,17:28,4565840535,Urgencia,Ciudadano,No,Trata,Abuso sexual,San Juan,,Línea 145,San Juan,,0.0
2023-03-21,17:40,5565840535,Urgencia,Ciudadano,Sí,Trata,No aplica,,,Línea 145,,,0.0
2023-03-21,23:36,3575840535,Urgencia,Ciudadano,Sí,Trata,Persona desaparecida,Santa Fe,Santa Fe,Línea 145,Santa Fe,,28.0
2023-03-22,09:03,7575840535,Urgencia,Ciudadano,Sí,Trata,Consulta formulario,,,Línea 145,,,0.0
2023-03-22,11:05,584940535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Córdoba,Río Cuarto,Línea 145,Córdoba,,40.0
2023-03-22,11:22,1584940535,Urgencia,Ciudadano,Sí,Otro,Abuso sexual,Tucumán,,Línea 145,Tucumán,,60.0
2023-03-22,11:53,3584940535,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Quilmes,Línea 145,,,0.0
2023-03-22,12:53,5584940535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,35.0
2023-03-22,12:58,6584940535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,Línea 145,Buenos Aires,,30.0
2023-03-22,19:56,5594940535,Urgencia,Ciudadano,Sí,Trata,Violencias,La Rioja,,Línea 145,La Rioja,,76.0
2023-03-23,00:11,5505940535,Urgencia,Ciudadano,Sí,Otro,Estupro,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,,40.0
2023-03-23,01:56,6505940535,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Bell Ville,Línea 145,Córdoba,,50.0
2023-03-23,02:07,7505940535,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,Merlo,Línea 145,Buenos Aires,,40.0
2023-03-23,10:07,515940535,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Deberes de responsabilidad parental o familiar (incluye alimentos),Tierra del Fuego,Ushuaia,Línea 145,Tierra del Fuego,,40.0
2023-03-23,11:28,4515940535,Urgencia,Ciudadano,Sí,Trata,Posible extorsion o estafa,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,34.0
2023-03-23,11:51,5515940535,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,,,Línea 145,,,50.0
2023-03-23,13:57,8425940535,Urgencia,Ciudadano,Sí,Otro,Venta de propiedades,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,25.0
2023-03-23,17:58,4525940535,,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,,Línea 145,Buenos Aires,,45.0
2023-03-24,10:35,8445940535,Urgencia,Ciudadano,No,Trata,Salud mental,,,Línea 145,,,0.0
2023-03-24,12:46,4545940535,Urgencia,Ciudadano,Sí,Trata,Delitos informáticos,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-24,15:35,7545940535,Urgencia,Ciudadano,Sí,Trata,Venta de niños y otros delitos,,,Línea 145,Río Negro,,0.0
2023-03-24,16:49,9455940535,Urgencia,Ciudadano,No,Trata,Explotación laboral,Santiago del Estero,Santiago del Estero,Línea 145,Santiago del Estero,,0.0
2023-03-24,21:39,1565940535,Urgencia,Ciudadano,Sí,Trata,Consulta,Mendoza,Mendoza,Línea 145,Mendoza,,0.0
2023-03-24,22:43,2565940535,Urgencia,Ciudadano,Sí,Trata,Grooming,Neuquén,Neuquén,Línea 145,Neuquén,,0.0
2023-03-24,23:34,3565940535,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-25,10:07,6565940535,Urgencia,Ciudadano,No,Trata,Otro,Jujuy,San Salvador de Jujuy,Línea 145,Jujuy,,0.0
2023-03-25,12:14,9475940535,Urgencia,Ciudadano,Sí,Discriminación,Otro (discriminación),,,Línea 145,,,0.0
2023-03-25,16:10,4575940535,Urgencia,Ciudadano,No,Trata,Otro,Chaco,chaco,Línea 145,,,0.0
2023-03-26,11:07,4584050535,Urgencia,Ciudadano,Sí,Otro,Adulto mayor,Formosa,Formosa,Línea 145,Formosa,,55.0
2023-03-26,15:14,7594050535,Urgencia,Ciudadano,Sí,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,33.0
2023-03-26,16:42,505050535,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,
2023-03-26,17:42,4505050535,Urgencia,Ciudadano,Sí,Violencias,Consultar cual es la linea,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,45.0
2023-03-26,18:45,7505050535,Urgencia,Ciudadano,No,Trata,Explotación sexual,Santa Fe,Santa Fe,Línea 145,Santa Fe,,60.0
2023-03-26,18:56,8415050535,Urgencia,Ciudadano,No,Salud,Salud mental,Río Negro,,Línea 145,Río Negro,,54.0
2023-03-26,23:41,2515050535,Urgencia,Ciudadano,Sí,Trata,Matrimonio forzado,Corrientes,Santo Tomé,Línea 145,,,0.0
2023-03-27,10:06,1525050535,Urgencia,Institución - Asesoria de la Mujer,No,Salud,Salud mental,Salta,Rosario de la Frontera,Línea 145,Salta,,0.0
2023-03-27,10:33,2525050535,Urgencia,Ciudadano,Sí,Trata,Narcotrafico,Santa Fe,Rosario,Línea 145,Santa Fe,,0.0
2023-03-27,15:44,1535050535,Urgencia,Ciudadano,Sí,Trata,Posible captación,,,Línea 145,,,0.0
2023-03-27,15:49,2535050535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Jujuy,San Salvador de Jujuy,Línea 145,Jujuy,,0.0
2023-03-27,16:36,3535050535,Urgencia,Ciudadano,Sí,Trata,Consulta por abuso sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-27,17:28,6535050535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,Línea 145,,,0.0
2023-03-27,18:58,8445050535,Urgencia,Ciudadano,Sí,Violencia de género,Psicológica,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-27,20:03,545050535,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,San Juan,,Línea 145,Salta,,40.0
2023-03-27,21:03,3545050535,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Deberes de responsabilidad parental o familiar (incluye alimentos),Mendoza,Godoy Cruz,Línea 145,Mendoza,,50.0
2023-03-27,21:19,4545050535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-03-27,22:24,6545050535,Urgencia,Ciudadano,Sí,Justicia penal,Otro (justicia penal),,,Línea 145,,,60.0
2023-03-28,10:24,4555050535,Urgencia,Ciudadano,Sí,Trata,Consulta formulario,,,Línea 145,,,0.0
2023-03-28,12:31,4565050535,Urgencia,Ciudadano,Sí,Violencias,Denunciadx por violencia > asesoramiento para realizar denuncia,,,Línea 145,,,0.0
2023-03-28,14:08,6565050535,Urgencia,Ciudadano,Sí,Trata,Violencia institucional,Chaco,,Línea 145,,,0.0
2023-03-28,16:34,9475050535,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,Buenos Aires,La Plata,Línea 145,Buenos Aires,,32.0
2023-03-28,19:24,2575050535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-03-29,09:33,8484150535,Urgencia,Ciudadano,Sí,Violencia de género,Física,,,Línea 145,,,40.0
2023-03-29,09:56,584150535,Urgencia,Ciudadano,Sí,Trata,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,35.0
2023-03-29,10:05,1584150535,Urgencia,Institución - Ente Nacional de Comunicaciones,Sí,Trata,Testeo,,,Línea 145,,,45.0
2023-03-29,11:24,3584150535,Urgencia,Ciudadano,Sí,Trata,Incumbencia de la linea 145,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,60.0
2023-03-29,12:19,6584150535,Urgencia,Ciudadano,No,Trata,Consulta formulario,Santiago del Estero,Santiago del Estero,Línea 145,Santiago del Estero,,50.0
2023-03-29,13:14,8494150535,Urgencia,Ciudadano,Sí,Violencia de género,Física,Buenos Aires,La Plata,Línea 145,Buenos Aires,,35.0
2023-03-29,23:35,2505150535,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,Tucumán,San Miguel de Tucumán,Línea 145,Tucumán,,44.0
2023-03-30,07:05,5505150535,Urgencia,Ciudadano,No,Violencias,De género > asesoramiento/proceso de empoderamiento,Buenos Aires,Navarro,Línea 145,Buenos Aires,,30.0
2023-03-30,09:04,7505150535,Urgencia,Ciudadano,Sí,Violencia institucional,Maltrato en oficinas públicas,,,Línea 145,Buenos Aires,,50.0
2023-03-30,13:09,7515150535,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,,,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-03-30,17:43,5525150535,Urgencia,Ciudadano,Sí,Otro,Judicialización,,,Línea 145,,,0.0
2023-03-30,18:41,6525150535,Urgencia,Ciudadano,Sí,Otro,Otro,,,Línea 145,,,0.0
2023-03-31,01:10,2535150535,Urgencia,Ciudadano,No,Trata,Consulta por consumo problematico,Buenos Aires,González Catán,Línea 145,Buenos Aires,,0.0
2023-03-31,08:37,3535150535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,,,0.0
2023-03-31,11:02,7535150535,Urgencia,Ciudadano,Sí,Trata,Violencia institucional,Chaco,Resistencia,Línea 145,Chaco,,0.0
2023-03-31,11:48,8445150535,Urgencia,Ciudadano,Sí,Trata,Información,,,Línea 145,,,0.0
2023-03-31,12:19,9445150535,Urgencia,Ciudadano,No,Trata,Salud mental,Santa Fe,Santa Fe,Línea 145,Santa Fe,,0.0
2023-03-31,16:31,7545150535,Urgencia,Ciudadano,Sí,Otro,Judicialización,,,Línea 145,,,0.0
2023-03-31,17:12,9455150535,Urgencia,Ciudadano,Sí,Abuso sexual infantil,Abuso sexual infantil,Entre Ríos,Paraná,Línea 145,Entre Ríos,,0.0
2023-03-31,21:12,5555150535,Urgencia,Ciudadano,Sí,Justicia penal,"Situación de personas investigadas, imputadas o procesadas penalmente",Córdoba,Villa de Soto,Línea 145,Córdoba,,0.0
2023-04-01,06:02,565150535,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Jujuy,San Salvador de Jujuy,Correo Institucional,Jujuy,,0.0
2023-04-01,12:21,4565150535,Urgencia,Ciudadano,Sí,Trata,Judicialización,,,Línea 145,,,0.0
2023-04-01,17:33,9475150535,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,Formulario_web,,,0.0
2023-04-02,10:34,4575150535,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-04-02,17:29,9494250535,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,75.0
2023-04-02,18:33,2594250535,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,
2023-04-02,22:54,9405250535,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,,,0.0
2023-04-03,01:07,505250535,Urgencia,Ciudadano,No,Violencia institucional,Abuso de autoridad policial,Tierra del Fuego,Rio Grande,Línea 145,,,0.0
2023-04-03,10:32,8415250535,Urgencia,Ciudadano,Sí,Trata,Maltrato infantil,Jujuy,Libertador General San Martín,Línea 145,Jujuy,,0.0
2023-04-03,11:44,1515250535,Urgencia,Ciudadano,Sí,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Llamada no pertinente,Ciudad Autónoma de Buenos Aires,,0.0
2023-04-03,14:05,6515250535,Urgencia,Ciudadano,No,Trata,Explotación sexual,Buenos Aires,Pilar,Línea 145,Buenos Aires,,42.0
2023-04-03,17:14,5525250535,Urgencia,Ciudadano,Sí,Trata,Consulta,Río Negro,San Carlos de Bariloche,Línea 145,Río Negro,,0.0
2023-04-03,18:46,535250535,Urgencia,Ciudadano,No,Trata,Violencia familiar,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-04-03,21:29,6535250535,Urgencia,Ciudadano,Sí,Salud,Salud mental,Buenos Aires,Balcarce,Línea 145,Buenos Aires,"No sabe, no recuerda",
2023-04-04,09:28,9455250535,Urgencia,Ciudadano,Sí,Trata,Judicialización,,,Línea 145,,,0.0
2023-04-04,09:30,555250535,Urgencia,Ciudadano,No,Trata,Consulta formulario,,,Línea 145,,,0.0
2023-04-04,09:35,1555250535,Urgencia,Ciudadano,No,Otro,No aplica,,,Correo Institucional,Jujuy,,0.0
2023-04-04,10:32,5555250535,Urgencia,Ciudadano,No,Trata,Judicialización,,,Línea 145,,,0.0
2023-04-04,15:51,9465250535,Urgencia,Ciudadano,Sí,Trata,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,35.0
2023-04-05,19:09,1594350535,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-04-05,22:16,2594350535,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,75.0
2023-04-05,23:15,4594350535,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-04-06,01:29,7594350535,Urgencia,Ciudadano,Sí,Salud,Salud mental,San Juan,San Juan,Línea 145,San Juan,,60.0
2023-04-06,08:45,9405350535,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Buenos Aires,,45.0
2023-04-06,17:55,3515350535,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),Cuestiones salariales o de registración,Buenos Aires,Chivilcoy,Línea 145,,,0.0
2023-04-07,15:22,4535350535,Urgencia,Ciudadano,Sí,Otro,No aplica,,,Línea 145,,,0.0
2023-04-07,15:51,5535350535,Urgencia,Ciudadano,Sí,Otro,Judicialización,,,Línea 145,Tucumán,,0.0
2023-04-07,16:45,6535350535,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,Línea 145,Ciudad Autónoma de Buenos Aires,,0.0
2023-04-07,18:14,9445350535,Urgencia,Ciudadano,No,Otro,Otro,,,Línea 145,Río Negro,,0.0
2023-04-08,00:40,7545350535,Urgencia,Ciudadano,Sí,Violencia de género,Física,Mendoza,,Línea 145,Mendoza,,30.0
2023-04-08,02:21,9455350535,Urgencia,Ciudadano,No,Salud,Salud mental,,,Línea 145,Ciudad Autónoma de Buenos Aires,,50.0
2023-04-08,10:20,2555350535,Urgencia,Ciudadano,Sí,Otro,Otro,,,Línea 145,,,0.0
2023-04-08,16:07,7555350535,Urgencia,Ciudadano,Sí,Otro,Judicialización,,,Línea 145,,,0.0
2023-04-08,18:03,565350535,Urgencia,Ciudadano,Sí,Otro,Judicialización,,,Línea 145,,,0.0
