fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,provincia,localidad,tema,subtema,es_anonima,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente
2023-02-27 00:00:00-03:00,17.0,4545259435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,,,,,Mujer,0.0
2023-02-27 00:00:00-03:00,22.0,8465259435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Salud,Salud mental,Sí,Línea 145,Argentina,Santiago del Estero,,,Mujer cis,47.0
2023-02-28 00:00:00-03:00,10.0,8475259435,Urgencia,Ciudadano,,,Salud,Acceso a servicios públicos de salud,Sí,Línea 145,,,,,Hombre,0.0
2023-02-28 00:00:00-03:00,10.0,9475259435,Urgencia,Ciudadano,,,Trata,No aplica,Sí,Línea 145,,,,,Mujer,0.0
2023-02-28 00:00:00-03:00,12.0,4575259435,Urgencia,Ciudadano,Neuquén,Neuquen,Trata,Otro,Sí,Línea 145,,Neuquén,,,Hombre,55.0
2023-02-28 00:00:00-03:00,13.0,6575259435,Urgencia,Ciudadano,San Juan,Rodeo,Trata,Explotación sexual,Sí,Línea 145,,,,,Mujer,0.0
2023-02-28 00:00:00-03:00,14.0,7575259435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,No aplica,Sí,Línea 145,,Buenos Aires,,,Mujer,0.0
2023-02-28 00:00:00-03:00,15.0,8484359435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Violencia familiar,Sí,Línea 145,,,,,Mujer,0.0
2023-02-28 00:00:00-03:00,16.0,2584359435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,Sí,Línea 145,,,,,Hombre,0.0
2023-02-28 00:00:00-03:00,17.0,3584359435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Venta de estupefacientes,Sí,Línea 145,,,,,Hombre,0.0
2023-03-01 00:00:00-03:00,8.0,3594359435,Urgencia,Ciudadano,,,Violencias,Violencia de las fuerzas de seguridad,Sí,Línea 145,,,,,Mujer,30.0
2023-03-01 00:00:00-03:00,9.0,5594359435,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 149,,,,,Mujer,0.0
2023-03-01 00:00:00-03:00,14.0,2505359435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación laboral,Sí,Línea 145,,,,,Mujer,0.0
2023-03-02 00:00:00-03:00,0.0,5515359435,Urgencia,Ciudadano,Córdoba,Villa María,Trata,Explotación sexual,Sí,Línea 145,,Córdoba,,,Mujer,35.0
2023-03-02 00:00:00-03:00,11.0,4525359435,Urgencia,Ciudadano,Buenos Aires,Don Torcuato,Violencias,Violencia sexual,Sí,Línea 145,,Buenos Aires,,,Mujer,0.0
2023-03-02 00:00:00-03:00,11.0,5525359435,Urgencia,Ciudadano,,,Trata,Consulta judicialización,Sí,Línea 145,,,,,Mujer,35.0
2023-03-02 00:00:00-03:00,16.0,9435359435,Urgencia,Ciudadano,,,Abuso sexual infantil,Abuso sexual infantil,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Hombre,0.0
2023-03-02 00:00:00-03:00,16.0,2535359435,Urgencia,Ciudadano,,,Otro,No aplica,Sí,Línea 145,,,,,Hombre,0.0
2023-03-03 00:00:00-03:00,8.0,7535359435,Urgencia,Ciudadano,Santiago del Estero,Santiago del Estero,Trata,Explotación sexual,No,Línea 145,,Santiago del Estero,,,Mujer,0.0
2023-03-03 00:00:00-03:00,9.0,545359435,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,Venta de niños y otros delitos,Sí,Línea 145,,Buenos Aires,,,Mujer,70.0
2023-03-03 00:00:00-03:00,9.0,1545359435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Otro,Salud mental,Sí,Línea 145,,Buenos Aires,,,Mujer,48.0
2023-03-03 00:00:00-03:00,10.0,5545359435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,Sí,Línea 145,,Buenos Aires,,,Mujer,45.0
2023-03-03 00:00:00-03:00,12.0,2555359435,Urgencia,Ciudadano,,,Trata,Explotación sexual,Sí,Línea 145,,,,,Hombre,0.0
2023-03-03 00:00:00-03:00,14.0,6555359435,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,Uruguay,,Ciudad Autónoma de Buenos Aires,,Mujer cis,0.0
2023-03-03 00:00:00-03:00,14.0,7555359435,Urgencia,Ciudadano,,,Trata,No aplica,Sí,Línea 145,,,,,Hombre,0.0
2023-03-03 00:00:00-03:00,14.0,9465359435,Urgencia,Ciudadano,,,Trata,Otro,Sí,Línea 145,,,,,Hombre,0.0
2023-03-03 00:00:00-03:00,17.0,3565359435,Urgencia,Institución - Línea 144,,,Trata,Explotación sexual,No,Línea 145,,,,,Mujer,0.0
2023-03-03 00:00:00-03:00,20.0,5565359435,Urgencia,Ciudadano,,,Relaciones de familia (ex legal familia),Deberes de responsabilidad parental o familiar (incluye alimentos),Sí,Línea 145,,,,,Mujer,30.0
2023-03-04 00:00:00-03:00,1.0,1575359435,Urgencia,Ciudadano,Buenos Aires,Virrey del Pino,Trata,Persona desaparecida,No,Línea 145,,Buenos Aires,,,Mujer cis,0.0
2023-03-04 00:00:00-03:00,3.0,4575359435,Urgencia,Ciudadano,,,Trata,Persona desaparecida,No,Línea 145,,Buenos Aires,,,Mujer cis,0.0
2023-03-04 00:00:00-03:00,11.0,9484459435,Urgencia,Ciudadano,San Juan,Rivadavia,Otro,Otro,Sí,Línea 145,,,,,Hombre,0.0
2023-03-04 00:00:00-03:00,12.0,1584459435,Urgencia,Ciudadano,,,Trata,No aplica,Sí,Línea 145,,,,,Mujer,0.0
2023-03-05 00:00:00-03:00,7.0,4505459435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Relaciones de familia (ex legal familia),"Protección de niños, niñas y adolescentes en desamparo",No,Línea 145,,Buenos Aires,,,Varón cis,35.0
2023-03-05 00:00:00-03:00,7.0,6505459435,Urgencia,Ciudadano,Corrientes,Corrientes,Violencia de género,Física,No,Línea 145,,Corrientes,,,Mujer cis,30.0
2023-03-05 00:00:00-03:00,17.0,525459435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Violencias,Familiar > asesoramiento para realizar denuncia,Sí,Línea 145,,Buenos Aires,,,Hombre,20.0
2023-03-05 00:00:00-03:00,22.0,5525459435,Urgencia,Ciudadano,Formosa,Formosa,Otro,Consulta,No,Línea 145,,,,,Hombre,0.0
2023-03-06 00:00:00-03:00,8.0,1535459435,Urgencia,Ciudadano,,,Trata,Judicialización,Sí,Línea 145,,,,,Hombre,0.0
2023-03-06 00:00:00-03:00,10.0,3535459435,Urgencia,Institución - Tribunal Federal N 5,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Mujer cis,0.0
2023-03-06 00:00:00-03:00,14.0,5545459435,Urgencia,Institución - Asosiacion de las Mujeres por los Derechos Humanos,Tucumán,San Miguel de Tucumán,Trata,Posible captación,No,Línea 145,,Tucumán,,,Mujer cis,0.0
2023-03-06 00:00:00-03:00,18.0,8455459435,Urgencia,Ciudadano,Buenos Aires,Pilar,Trata,Consulta judicializacion,No,Línea 145,,Buenos Aires,,,Mujer,0.0
2023-03-06 00:00:00-03:00,18.0,9455459435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Mujer,0.0
2023-03-07 00:00:00-03:00,7.0,1565459435,Urgencia,Ciudadano,Buenos Aires,,Trata,Ofrecimiento,Sí,Línea 145,,Córdoba,,"No sabe, no recuerda",Mujer cis,35.0
2023-03-07 00:00:00-03:00,9.0,2565459435,Urgencia,Ciudadano,,,Otro,Robo,Sí,Línea 145,,,,,Mujer,0.0
2023-03-07 00:00:00-03:00,9.0,4565459435,Urgencia,Institución - Hospital Municipal del Partido de  La Matanza,,La Matanza,Otro,Narcotráfico,No,Línea 145,,Buenos Aires,,,Mujer,40.0
2023-03-07 00:00:00-03:00,10.0,5565459435,Urgencia,Ciudadano,,,Trata,Consulta judicialización,Sí,Línea 145,,,,,Mujer,0.0
2023-03-07 00:00:00-03:00,10.0,7565459435,Urgencia,Institución - CENTRAL TELEFÓNICA,,,Trata,No aplica,No,Línea 145,,,,,Hombre,0.0
2023-03-07 00:00:00-03:00,11.0,9475459435,Urgencia,Institución - Ente Nacional de Comunicaciónes,,,Otro,Funcionamiento de la linea,No,Línea 145,,,,,Hombre,0.0
2023-03-07 00:00:00-03:00,11.0,2575459435,Urgencia,Ciudadano,,,Otro,Centro nacional de comunicaciones,No,Línea 145,,,,,Hombre,0.0
2023-03-07 00:00:00-03:00,18.0,8484559435,Urgencia,Ciudadano,Santa Fe,Garibaldi,Trata,Venta de niños y otros delitos,No,Línea 145,,Santa Fe,,,Mujer,0.0
2023-03-07 00:00:00-03:00,18.0,9484559435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Posible captación,No,Línea 145,,Buenos Aires,,,Mujer,0.0
2023-03-07 00:00:00-03:00,21.0,1584559435,Urgencia,Ciudadano,,,Violencias,De género > asesoramiento para realizar denuncia,Sí,Línea 145,,,,,Mujer,0.0
2023-03-08 00:00:00-03:00,9.0,9494559435,Urgencia,Ciudadano,,,Trata,Explotación sexual,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Hombre,0.0
2023-03-08 00:00:00-03:00,11.0,3594559435,Urgencia,Ciudadano,,,Trata,Judicialización,No,Línea 145,,,,,Mujer,0.0
2023-03-08 00:00:00-03:00,13.0,5594559435,Urgencia,Ciudadano,,,Trabajo (ex legal laboral),Empleadxs casas particulares,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,Por recomendación,Mujer,43.0
2023-03-08 00:00:00-03:00,15.0,7594559435,Urgencia,Institución - Policía de la Ciudad,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,No aplica,No,Línea 145,,,,,Mujer,0.0
2023-03-08 00:00:00-03:00,18.0,3505559435,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,"Explotación sexual niñas, niños y adolescentes",No,Línea 145,,,,,Mujer,0.0
2023-03-09 00:00:00-03:00,11.0,3525559435,Urgencia,Ciudadano,Santiago del Estero,Santiago del Estero,Otro,Tarjeta de cobro,Sí,Línea 145,,Santiago del Estero,,,Mujer,34.0
2023-03-09 00:00:00-03:00,16.0,1535559435,Urgencia,Ciudadano,,,Trata,Consulta vias para poder denunciar,Sí,Línea 145,,,,,Hombre,40.0
2023-03-09 00:00:00-03:00,16.0,5535559435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Judicialización,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Hombre,50.0
2023-03-09 00:00:00-03:00,16.0,6535559435,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Judicialización,No,Línea 145,,Córdoba,,,Hombre,50.0
2023-03-09 00:00:00-03:00,18.0,8445559435,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Oferta laboral engañosa,Sí,Línea 145,,Buenos Aires,,,Mujer,20.0
2023-03-09 00:00:00-03:00,20.0,9445559435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,,Mujer cis,0.0
2023-03-10 00:00:00-03:00,19.0,4555559435,Urgencia,Institución - Policía de la Ciudad Protección Familiar área sur,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Solicitud de intervenció del pnr,No,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Hombre,50.0
2023-03-10 00:00:00-03:00,21.0,565559435,Urgencia,Ciudadano,Misiones,San Vicente,Trata,Oferta laboral engañosa,No,Línea 145,,Misiones,,,Mujer,0.0
2023-03-10 00:00:00-03:00,23.0,3565559435,Urgencia,Ciudadano,Salta,,Trata,Persona desaparecida,No,Línea 145,,Corrientes,,,Hombre,45.0
2023-03-11 00:00:00-03:00,5.0,7565559435,Urgencia,Institución - Comisaria 1 D,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",No,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Mujer cis,0.0
2023-03-11 00:00:00-03:00,23.0,2505659435,Urgencia,Ciudadano,,,Violencias,Familiar > asesoramiento para realizar denuncia,Sí,Línea 145,,,,,Mujer,0.0
2023-03-12 00:00:00-03:00,3.0,4505659435,Urgencia,Institución - Oficina de Violencia Doméstica de Tucuman,Salta,Rosario de la Frontera,Salud,Salud mental,No,Línea 145,,Tucumán,,,Hombre,0.0
2023-03-13 00:00:00-03:00,8.0,1525659435,Urgencia,Ciudadano,Chaco,,Trata,Venta de drogas,Sí,Llamada no pertinente,Argentina,Chaco,,,Mujer cis,0.0
2023-03-13 00:00:00-03:00,8.0,2525659435,Urgencia,Ciudadano,Chaco,Resistencia,Salud,Salud mental,No,Línea 145,,Chaco,,,Mujer cis,0.0
2023-03-13 00:00:00-03:00,10.0,5525659435,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,No aplica,No,Línea 145,Argentina,Buenos Aires,,,Mujer cis,0.0
2023-03-13 00:00:00-03:00,11.0,7525659435,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Judicializacion,No,Línea 145,Argentina,Buenos Aires,,,Mujer cis,0.0
2023-03-13 00:00:00-03:00,12.0,1535659435,Urgencia,Institución - Oficina Violencia Doméstica -Tucumán,,,Otro,Consulta judicialización,No,Línea 145,,Tucumán,,,Mujer,0.0
2023-03-13 00:00:00-03:00,16.0,9445659435,Urgencia,Ciudadano,,,Trata,Explotación sexual,Sí,Línea 145,,,,,Varón cis,0.0
2023-03-13 00:00:00-03:00,17.0,1545659435,Urgencia,Ciudadano,Buenos Aires,Balcarce,Trata,No aplica,Sí,Línea 145,Argentina,Buenos Aires,,,Mujer cis,0.0
2023-03-13 00:00:00-03:00,19.0,4545659435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,,,,,Mujer cis,0.0
2023-03-13 00:00:00-03:00,21.0,9455659435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Violencias,De género > denuncia ya realizada,No,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,,Concurrió en otra oportunidad,Mujer cis,40.0
2023-03-14 00:00:00-03:00,10.0,6555659435,Urgencia,Ciudadano,Santa Fe,Santa Fe,Salud,Acceso a servicios públicos de salud,Sí,Línea 145,,Santa Fe,,,Mujer,0.0
2023-03-14 00:00:00-03:00,11.0,565659435,Urgencia,Ciudadano,,,Trata,Consulta judicializacion,No,Línea 145,,,,,Mujer,0.0
2023-03-14 00:00:00-03:00,12.0,2565659435,Urgencia,Ciudadano,,,Trata,Consulta judicializacion,Sí,Línea 145,,,,,Hombre,0.0
2023-03-14 00:00:00-03:00,13.0,3565659435,Urgencia,Ciudadano,,,Trata,Judicialización,Sí,Línea 145,,Santa Fe,,,Mujer,0.0
2023-03-14 00:00:00-03:00,14.0,6565659435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Posible captación,No,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Hombre,0.0
2023-03-15 00:00:00-03:00,8.0,5575659435,Urgencia,Institución - OVD Tucumán,Salta,Rosario de la Frontera,Salud,Salud mental,No,Línea 145,,Tucumán,,,Mujer,50.0
2023-03-15 00:00:00-03:00,9.0,6575659435,Urgencia,Ciudadano,Santa Fe,Rosario,Otro,Malas condiciones de habitabilidad,Sí,Línea 145,,Santa Fe,,,Hombre,35.0
2023-03-15 00:00:00-03:00,14.0,9484759435,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Trata,Abuso sexual,No,Línea 145,,Tucumán,,,Mujer,44.0
2023-03-15 00:00:00-03:00,17.0,1584759435,Urgencia,Ciudadano,Buenos Aires,La Plata,Salud,Salud mental,No,Línea 145,,Buenos Aires,,,Hombre,0.0
2023-03-15 00:00:00-03:00,17.0,3584759435,Urgencia,Ciudadano,,,Otro,Judicialización,Sí,Línea 145,,,,,Mujer,0.0
2023-03-15 00:00:00-03:00,21.0,8494759435,Urgencia,Ciudadano,Buenos Aires,Glew,Violencias,Familiar > asesoramiento para realizar denuncia,Sí,Línea 145,,Buenos Aires,,,Hombre,40.0
2023-03-16 00:00:00-03:00,5.0,3594759435,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Violencias,Denunciadx por violencia > asistencia a violentxs,No,Línea 145,,Buenos Aires,,,Mujer,36.0
2023-03-16 00:00:00-03:00,6.0,5594759435,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,"Explotación sexual niñas, niños y adolescentes",No,Línea 145,,Buenos Aires,Mar del Plata,,Mujer,35.0
2023-03-16 00:00:00-03:00,8.0,8405759435,Urgencia,Institución - Juzgado Fed. nro. 2 de Moron,Buenos Aires,Morón,Trata,Causa judicializada,Sí,Línea 145,,Buenos Aires,,,Hombre,35.0
2023-03-16 00:00:00-03:00,8.0,505759435,Urgencia,Ciudadano,,,Trata,Consulta judicialización,Sí,Línea 145,,,,,Hombre,0.0
2023-03-16 00:00:00-03:00,9.0,1505759435,Urgencia,Ciudadano,Entre Ríos,,Trata,Grooming,Sí,Línea 145,,Entre Ríos,,,Mujer,50.0
2023-03-16 00:00:00-03:00,10.0,4505759435,Urgencia,Ciudadano,Formosa,Formosa,Violencia de género,Explotación sexual,Sí,Línea 145,,Formosa,,,Mujer,50.0
2023-03-16 00:00:00-03:00,10.0,6505759435,Urgencia,Ciudadano,Misiones,,Trata,Explotación sexual,No,Línea 145,Argentina,Misiones,Posadas,,Varón cis,25.0
2023-03-16 00:00:00-03:00,10.0,7505759435,Urgencia,Ciudadano,,,Violencias,Familiar > asesoramiento para realizar denuncia,Sí,Línea 145,,,,,Mujer,0.0
2023-03-16 00:00:00-03:00,11.0,515759435,Urgencia,Institución - Migraciones Mza,Mendoza,Mendoza,Acceso a documentacion personal y certificaciones,"Trámites de migraciones, radicaciones, ciudadanía o refugio",No,Línea 145,,Mendoza,,,Mujer,40.0
2023-03-16 00:00:00-03:00,11.0,1515759435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Hombre,50.0
2023-03-16 00:00:00-03:00,13.0,8425759435,Urgencia,Ciudadano,Córdoba,,Trata,Violencia de género,No,Línea 145,,Córdoba,,,Hombre,0.0
2023-03-16 00:00:00-03:00,15.0,2525759435,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,No aplica,Sí,Línea 145,,Santa Fe,,,Mujer,0.0
2023-03-16 00:00:00-03:00,15.0,4525759435,Urgencia,Ciudadano,,,Trata,Explotación laboral,Sí,Línea 145,,,,,Hombre,0.0
2023-03-16 00:00:00-03:00,18.0,8435759435,Urgencia,Ciudadano,,,Trata,No aplica,Sí,Línea 145,,,,,Mujer,0.0
2023-03-16 00:00:00-03:00,19.0,1535759435,Urgencia,Ciudadano,,,Trata,Violencias,Sí,Línea 145,,,,,Mujer,0.0
2023-03-17 00:00:00-03:00,11.0,1545759435,Urgencia,Ciudadano,Buenos Aires,,Trata,Explotación sexual,Sí,Línea 145,,Buenos Aires,,,Hombre,55.0
2023-03-17 00:00:00-03:00,14.0,8455759435,Urgencia,Ciudadano,,,Trata,Salud mental,No,Línea 145,,,,,Mujer cis,0.0
2023-03-17 00:00:00-03:00,16.0,2555759435,Urgencia,Ciudadano,Neuquén,Neuquén,Trata,Ministerio de trabajo,No,Línea 145,,Neuquén,,,Hombre,0.0
2023-03-17 00:00:00-03:00,17.0,4555759435,Urgencia,Ciudadano,Córdoba,,Trata,Explotación sexual,No,Línea 145,,Córdoba,,,Hombre,0.0
2023-03-17 00:00:00-03:00,20.0,7555759435,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,Mujer,30.0
2023-03-18 00:00:00-03:00,6.0,6565759435,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Varón cis,60.0
2023-03-18 00:00:00-03:00,10.0,1575759435,Urgencia,Ciudadano,Río Negro,Viedma,Relaciones de familia (ex legal familia),Violencia intrafamiliar,Sí,Línea 145,,Río Negro,,"No sabe, no recuerda",Mujer cis,60.0
2023-03-18 00:00:00-03:00,11.0,2575759435,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Trata,Consulta sobre consumo problemático,Sí,Línea 145,,Tucumán,,Por recomendación,Mujer cis,23.0
2023-03-18 00:00:00-03:00,18.0,9494840535,Urgencia,Ciudadano,Tucumán,Ingenio la Florida,Violencias,Familiar > asesoramiento para realizar denuncia,No,Línea 145,,Tucumán,,Por recomendación,Varón cis,30.0
2023-03-19 00:00:00-03:00,19.0,5505840535,Urgencia,Ciudadano,,,Discapacidad,Actualización y obtención de cud,No,Línea 145,,,,,Mujer,0.0
2023-03-19 00:00:00-03:00,20.0,6505840535,Urgencia,Ciudadano,,,Otro,Narcotráfico,No,Línea 145,,,,,Hombre,0.0
2023-03-20 00:00:00-03:00,8.0,515840535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,No aplica,Sí,Línea 145,,,,,Mujer,0.0
2023-03-20 00:00:00-03:00,9.0,1515840535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Varón cis,0.0
2023-03-20 00:00:00-03:00,11.0,8425840535,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,,,,Mujer cis,0.0
2023-03-20 00:00:00-03:00,12.0,3525840535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Posible captación,No,Línea 145,,,,,Mujer,0.0
2023-03-20 00:00:00-03:00,12.0,4525840535,Urgencia,Ciudadano,,,Trata,Explotación sexual,Sí,Línea 145,,Córdoba,,,Varón cis,0.0
2023-03-20 00:00:00-03:00,15.0,1535840535,Urgencia,Ciudadano,Neuquén,San Patricio del Chañar,Trata,Explotación sexual,Sí,Línea 145,,Neuquén,,,Mujer cis,0.0
2023-03-20 00:00:00-03:00,16.0,5535840535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",No,Línea 145,Argentina,,,,Mujer cis,0.0
2023-03-20 00:00:00-03:00,17.0,6535840535,Urgencia,Ciudadano,Córdoba,cordoba capital,Trata,Violencia intrafamiliar,No,Línea 145,Argentina,Córdoba,,,Mujer cis,75.0
2023-03-20 00:00:00-03:00,20.0,2545840535,Urgencia,Ciudadano,Buenos Aires,Béccar,Trata,"Explotación sexual niñas, niños y adolescentes",Sí,Línea 145,,Buenos Aires,,,Mujer,30.0
2023-03-20 00:00:00-03:00,21.0,3545840535,Urgencia,Ciudadano,,,Violencias,Conflicto vecinal,Sí,Línea 145,,,,,Mujer,50.0
2023-03-20 00:00:00-03:00,22.0,4545840535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Salud,Salud mental,No,Línea 145,Argentina,Buenos Aires,Rosario,,Mujer cis,50.0
2023-03-20 00:00:00-03:00,23.0,6545840535,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Mujer cis,60.0
2023-03-21 00:00:00-03:00,0.0,7545840535,Urgencia,Ciudadano,Buenos Aires,Luján,Trata,Explotación sexual,Sí,Línea 145,,Buenos Aires,,,Hombre,50.0
2023-03-21 00:00:00-03:00,8.0,9455840535,Urgencia,Ciudadano,,,Violencias,Familiar > asesoramiento para realizar denuncia,Sí,Línea 145,,,,,Mujer,0.0
2023-03-21 00:00:00-03:00,9.0,3555840535,Urgencia,Ciudadano,,,Trata,Consulta formulario,No,Línea 145,,,,,Hombre,0.0
2023-03-21 00:00:00-03:00,11.0,6555840535,Urgencia,Ciudadano,,,Otro,Estafa,No,Línea 145,,,,,Hombre,0.0
2023-03-21 00:00:00-03:00,13.0,565840535,Urgencia,Ciudadano,,,Violencias,Maltrato en comedor,No,Correo Institucional,,,,,Mujer,0.0
2023-03-21 00:00:00-03:00,17.0,4565840535,Urgencia,Ciudadano,San Juan,,Trata,Abuso sexual,No,Línea 145,,San Juan,,,Mujer,0.0
2023-03-21 00:00:00-03:00,17.0,5565840535,Urgencia,Ciudadano,,,Trata,No aplica,Sí,Línea 145,,,,,Mujer,0.0
2023-03-21 00:00:00-03:00,23.0,3575840535,Urgencia,Ciudadano,Santa Fe,Santa Fe,Trata,Persona desaparecida,Sí,Línea 145,,Santa Fe,,,Mujer,28.0
2023-03-22 00:00:00-03:00,9.0,7575840535,Urgencia,Ciudadano,,,Trata,Consulta formulario,Sí,Línea 145,,,,,Hombre,0.0
2023-03-22 00:00:00-03:00,11.0,584940535,Urgencia,Ciudadano,Córdoba,Río Cuarto,Trata,Explotación laboral,Sí,Línea 145,,Córdoba,,,Hombre,40.0
2023-03-22 00:00:00-03:00,11.0,1584940535,Urgencia,Ciudadano,Tucumán,,Otro,Abuso sexual,Sí,Línea 145,,Tucumán,,,Mujer,60.0
2023-03-22 00:00:00-03:00,11.0,3584940535,Urgencia,Ciudadano,Buenos Aires,Quilmes,Salud,Salud mental,No,Línea 145,,,,,Mujer cis,0.0
2023-03-22 00:00:00-03:00,12.0,5584940535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Explotación sexual,Sí,Línea 145,,Ciudad Autónoma de Buenos Aires,,,Mujer,35.0
2023-03-22 00:00:00-03:00,12.0,6584940535,Urgencia,Ciudadano,,,Trata,Explotación sexual,Sí,Línea 145,,Buenos Aires,,,Mujer,30.0
2023-03-22 00:00:00-03:00,19.0,5594940535,Urgencia,Ciudadano,La Rioja,,Trata,Violencias,Sí,Línea 145,,La Rioja,,,Mujer,76.0
2023-03-23 00:00:00-03:00,0.0,5505940535,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Otro,Estupro,Sí,Línea 145,,Tucumán,,,Hombre,40.0
2023-03-23 00:00:00-03:00,1.0,6505940535,Urgencia,Ciudadano,Córdoba,Bell Ville,Trata,"Explotación sexual niñas, niños y adolescentes",Sí,Línea 145,,Córdoba,,,Mujer cis,50.0
2023-03-23 00:00:00-03:00,2.0,7505940535,Urgencia,Ciudadano,Buenos Aires,Merlo,Salud,Salud mental,No,Línea 145,Argentina,Buenos Aires,,,Mujer cis,40.0
2023-03-23 00:00:00-03:00,10.0,515940535,Urgencia,Ciudadano,Tierra del Fuego,Ushuaia,Relaciones de familia (ex legal familia),Deberes de responsabilidad parental o familiar (incluye alimentos),Sí,Línea 145,,Tierra del Fuego,,,Mujer,40.0
2023-03-23 00:00:00-03:00,11.0,4515940535,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Buenos Aires,Trata,Posible extorsion o estafa,Sí,Línea 145,,Buenos Aires,,,Hombre,34.0
