fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_tipo,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente,provincia_indec_id
2023-02-12,17:08,7584949435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Catamarca,,PNR - Línea 145,Línea 145,,Catamarca,,Consultante,,Mujer,70,10
2023-02-12,18:21,8494949435,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Varón cis,50,02
2023-02-13,06:19,6594949435,Urgencia,Ciudadano,Sí,Salud,"Consumo problemático, adicciones o alcoholismo",Mendoza,San Rafael,PNR - Línea 145,Línea 145,,Mendoza,,Consultante,,Varón cis,23,50
2023-02-13,10:59,505949435,Urgencia,Ciudadano,Sí,Trata,Otro,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-13,11:12,1505949435,Urgencia,Ciudadano,Sí,Trata,Otro,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-13,21:51,3515949435,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,"No sabe, no recuerda",Varón cis,60,02
2023-02-13,22:53,6515949435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Río Negro,,PNR - Línea 145,Línea 145,,Río Negro,,Consultante,"No sabe, no recuerda",Mujer,70,62
2023-02-14,11:25,3525949435,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Monte Grande,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,28,06
2023-02-14,13:00,7525949435,Urgencia,Ciudadano,No,Otro,Militar,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-14,15:00,535949435,Urgencia,Ciudadano,No,Trata,Militar,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer,0,14
2023-02-14,17:01,3535949435,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Monte Grande,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,06
2023-02-14,19:05,5535949435,Urgencia,Ciudadano,Sí,Violencia de género,Simbólica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,46,02
2023-02-14,20:49,6535949435,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,70,02
2023-02-14,22:16,9445949435,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 149,,Ciudad Autónoma de Buenos Aires,,Consultante,,Varón cis,40,02
2023-02-15,06:40,4545949435,Urgencia,Ciudadano,No,Salud,Salud mental,Río Negro,,PNR - Línea 145,Línea 145,,Río Negro,,Consultante,,Mujer,50,62
2023-02-15,12:46,1555949435,Urgencia,Ciudadano,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,50,02
2023-02-15,18:05,565949435,Urgencia,Ciudadano,Sí,Salud,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-16,09:20,7575949435,Urgencia,Ciudadano,No,Trata,"Material de abuso sexual contra n, n, y a",,,PNR - Línea 145,Línea 145,,,,Consultante,,No sabe / no contesta,40,
2023-02-16,11:53,584059435,Urgencia,"Institución - SENAF Villa Regina, Río Negro",No,Trata,Explotación sexual,Río Negro,Villa Regina,PNR - Línea 145,Línea 145,,Río Negro,,Consultante,,Mujer,0,62
2023-02-16,14:30,2584059435,Urgencia,Ciudadano,Sí,Salud,"Consumo problemático, adicciones o alcoholismo",Buenos Aires,Don Torcuato,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,06
2023-02-16,14:48,3584059435,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,
2023-02-16,18:08,8494059435,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Llamada no pertinente,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,02
2023-02-16,18:29,9494059435,Urgencia,Ciudadano,Sí,Trata,Violencia,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,40,
2023-02-16,21:19,4594059435,Urgencia,Ciudadano,Sí,Violencias,Familiar > medidas de protección vigentes,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,02
2023-02-17,12:03,505059435,Urgencia,Ciudadano,Sí,Violencias,Denunciadx por violencia > asesoramiento para realizar denuncia,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-17,15:00,3505059435,Urgencia,Ciudadano,Sí,Trata,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,02
2023-02-17,17:25,6505059435,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Hombre,0,82
2023-02-17,20:18,9415059435,Urgencia,Ciudadano,Sí,Trata,Judicialización,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Mujer cis,50,66
2023-02-18,14:01,7515059435,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Venezuela,Ciudad Autónoma de Buenos Aires,VILLA DOMINICO,Consultante,,Mujer cis,50,02
2023-02-18,19:16,5525059435,Urgencia,Ciudadano,No,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Varón cis,45,02
2023-02-18,20:32,6525059435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Neuquén,Añelo,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Varón cis,22,58
2023-02-19,09:48,3535059435,Urgencia,Ciudadano,No,Trata,Judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-19,11:17,4535059435,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Mujer,28,90
2023-02-19,14:22,7535059435,Urgencia,Ciudadano,Sí,Trata,Judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-19,15:59,8445059435,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 145,Argentina,,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,
2023-02-20,02:11,5545059435,Urgencia,Ciudadano,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-20,13:44,555059435,Urgencia,Ciudadano,Sí,Trata,Venta de niños y otros delitos,Buenos Aires,Quilmes,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,06
2023-02-21,03:18,575059435,Urgencia,Ciudadano,Sí,Violencia de género,Física,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,"No sabe, no recuerda",Varón cis,45,14
2023-02-21,10:52,1584159435,Urgencia,Ciudadano,Sí,Derechos de usuarios/as y consumidores/as,Defensa al consumidor,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-21,16:31,1594159435,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),Despidos,Buenos Aires,Villa Gesell,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Varón cis,25,06
2023-02-21,19:58,8405159435,Urgencia,Ciudadano,Sí,Violencia de género,Económica,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Mujer cis,36,90
2023-02-22,11:11,5505159435,Urgencia,Ciudadano,Sí,Trata,Consulta formulario,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-22,11:23,6505159435,Urgencia,Ciudadano,Sí,Trata,Consulta formulario,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-22,12:54,8415159435,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-22,14:59,1515159435,Urgencia,Ciudadano,Sí,Otro,Derechos de los niños,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,Vio un afiche en el Centro de Salud,Mujer,24,82
2023-02-22,18:16,7515159435,Urgencia,Ciudadano,No,Trata,Conflictos vecinales,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-22,19:53,8425159435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,40,02
2023-02-22,20:19,9425159435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,30,02
2023-02-22,21:15,525159435,Urgencia,Ciudadano,No,Salud,Salud mental,Buenos Aires,tres def ebrero,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,,Mujer cis,32,06
2023-02-23,09:36,3535159435,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),Accidentes o enfermedades de trabajo,Neuquén,Neuquen,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Hombre,40,58
2023-02-23,11:10,7535159435,Urgencia,Ciudadano,Sí,Otro,No funcionamiento de organismos estatales,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,60,
2023-02-23,11:37,545159435,Urgencia,Ciudadano,No,Violencias,Familiar > patrocinio jurídico,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,82
2023-02-23,12:06,1545159435,Urgencia,Ciudadano,Sí,Violencia de género,Simbólica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,45,
2023-02-23,14:29,4545159435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,
2023-02-23,15:10,5545159435,Urgencia,Ciudadano,Sí,Violencias,Denunciadx por violencia > asesoramiento para realizar denuncia,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-23,20:49,8455159435,Urgencia,Ciudadano,Sí,Trata,Salud mental,Chaco,Villa Angela,PNR - Línea 145,Línea 145,Argentina,Chaco,,Consultante,,Mujer cis,0,22
2023-02-24,00:22,2555159435,Urgencia,Ciudadano,No,Trata,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,02
2023-02-24,00:54,3555159435,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,02
2023-02-24,15:43,1575159435,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Bell Ville,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,14
2023-02-24,16:35,2575159435,Urgencia,Ciudadano,No,Trata,Explotación laboral,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Hombre,0,66
2023-02-24,16:47,3575159435,Urgencia,Ciudadano,Sí,Trata,Otro,Santiago del Estero,Rio Hondo,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,86
2023-02-24,19:05,8484259435,Urgencia,Ciudadano,Sí,Vivienda,Desalojo u ocupación de vivienda (como parte actora),,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-24,21:14,1584259435,Urgencia,Ciudadano,Sí,Trata,Judicialización,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Mujer,50,66
2023-02-24,21:58,3584259435,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Deberes de responsabilidad parental o familiar (incluye alimentos),Santa Cruz,Caleta Olivia,PNR - Línea 145,Línea 145,,Santa Cruz,,Consultante,,Varón cis,0,78
2023-02-25,10:30,7584259435,Urgencia,Ciudadano,Sí,Trata,Posible captación,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-26,11:23,9405259435,Urgencia,Ciudadano,Sí,Violencia de género,Psicológica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,60,02
2023-02-26,12:33,2505259435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,Corrientes,,Consultante,,Mujer,45,18
2023-02-26,12:52,4505259435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer,60,14
2023-02-26,14:28,8415259435,Urgencia,Ciudadano,No,Trata,Salud mental,Santa Fe,Rosario,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer cis,0,82
2023-02-26,22:48,8425259435,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 145,Uruguay,,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,
2023-02-27,08:38,3525259435,Urgencia,Ciudadano,Sí,Vivienda,Infraestructura y servicios públicos,Salta,Salta,PNR - Línea 145,Línea 145,,Salta,,Consultante,,Varón cis,0,66
2023-02-27,10:05,7525259435,Urgencia,Ciudadano,No,Legal civil (ex daños),Daños y perjuicios,Buenos Aires,Tapiales,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Varón cis,0,06
2023-02-27,10:30,8435259435,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),Situación de desempleo,Santa Fe,Venado Tuerto,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Varón cis,0,82
2023-02-27,12:17,1535259435,Urgencia,Ciudadano,No,Trata,Sextorsion,San Juan,Bella Vista,PNR - Línea 145,Línea 149,,San Juan,,Consultante,,Mujer cis,0,70
2023-02-27,12:54,3535259435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer cis,0,
2023-02-27,15:51,1545259435,Urgencia,Ciudadano,Sí,Trata,Acoso y amenazas,Buenos Aires,Caseros,PNR - Línea 145,Línea 145,Argentina,Buenos Aires,,Consultante,Derivado de otro organismo,Mujer cis,0,06
2023-02-27,17:58,4545259435,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,02
2023-02-27,22:12,8465259435,Urgencia,Ciudadano,Sí,Salud,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Argentina,Santiago del Estero,,Consultante,,Mujer cis,47,02
2023-02-28,10:07,8475259435,Urgencia,Ciudadano,Sí,Salud,Acceso a servicios públicos de salud,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-02-28,10:30,9475259435,Urgencia,Ciudadano,Sí,Trata,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-02-28,12:47,4575259435,Urgencia,Ciudadano,Sí,Trata,Otro,Neuquén,Neuquen,PNR - Línea 145,Línea 145,,Neuquén,,Consultante,,Hombre,55,58
2023-02-28,13:47,6575259435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,San Juan,Rodeo,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,70
2023-02-28,14:47,7575259435,Urgencia,Ciudadano,Sí,Trata,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,02
2023-02-28,15:15,8484359435,Urgencia,Ciudadano,Sí,Trata,Violencia familiar,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,02
2023-02-28,16:59,2584359435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,02
2023-02-28,17:23,3584359435,Urgencia,Ciudadano,Sí,Trata,Venta de estupefacientes,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,02
2023-03-01,08:41,3594359435,Urgencia,Ciudadano,Sí,Violencias,Violencia de las fuerzas de seguridad,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,30,
2023-03-01,09:59,5594359435,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 149,,,,Consultante,,Mujer,0,
2023-03-01,14:28,2505359435,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,02
2023-03-02,00:02,5515359435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Córdoba,Villa María,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Mujer,35,14
2023-03-02,11:27,4525359435,Urgencia,Ciudadano,Sí,Violencias,Violencia sexual,Buenos Aires,Don Torcuato,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,06
2023-03-02,11:27,5525359435,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,35,
2023-03-02,16:04,9435359435,Urgencia,Ciudadano,Sí,Abuso sexual infantil,Abuso sexual infantil,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2023-03-02,16:33,2535359435,Urgencia,Ciudadano,Sí,Otro,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-03,08:36,7535359435,Urgencia,Ciudadano,No,Trata,Explotación sexual,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante,,Mujer,0,86
2023-03-03,09:40,545359435,Urgencia,Ciudadano,Sí,Trata,Venta de niños y otros delitos,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,70,82
2023-03-03,09:48,1545359435,Urgencia,Ciudadano,Sí,Otro,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,48,02
2023-03-03,10:16,5545359435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,45,02
2023-03-03,12:12,2555359435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-03,14:05,6555359435,Urgencia,Ciudadano,No,Salud,Salud mental,,,PNR - Línea 145,Línea 145,Uruguay,,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,
2023-03-03,14:40,7555359435,Urgencia,Ciudadano,Sí,Trata,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-03,14:53,9465359435,Urgencia,Ciudadano,Sí,Trata,Otro,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-03,17:50,3565359435,Urgencia,Institución - Línea 144,No,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-03-03,20:15,5565359435,Urgencia,Ciudadano,Sí,Relaciones de familia (ex legal familia),Deberes de responsabilidad parental o familiar (incluye alimentos),,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,30,
2023-03-04,01:42,1575359435,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Buenos Aires,Virrey del Pino,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer cis,0,06
2023-03-04,03:39,4575359435,Urgencia,Ciudadano,No,Trata,Persona desaparecida,,,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer cis,0,
2023-03-04,11:11,9484459435,Urgencia,Ciudadano,Sí,Otro,Otro,San Juan,Rivadavia,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,70
2023-03-04,12:49,1584459435,Urgencia,Ciudadano,Sí,Trata,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-03-05,07:27,4505459435,Urgencia,Ciudadano,No,Relaciones de familia (ex legal familia),"Protección de niños, niñas y adolescentes en desamparo",Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Varón cis,35,02
2023-03-05,07:55,6505459435,Urgencia,Ciudadano,No,Violencia de género,Física,Corrientes,Corrientes,PNR - Línea 145,Línea 145,,Corrientes,,Consultante,,Mujer cis,30,18
2023-03-05,17:26,525459435,Urgencia,Ciudadano,Sí,Violencias,Familiar > asesoramiento para realizar denuncia,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Hombre,20,02
2023-03-05,22:51,5525459435,Urgencia,Ciudadano,No,Otro,Consulta,Formosa,Formosa,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,34
2023-03-06,08:40,1535459435,Urgencia,Ciudadano,Sí,Trata,Judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-06,10:15,3535459435,Urgencia,Institución - Tribunal Federal N 5,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer cis,0,02
2023-03-06,14:04,5545459435,Urgencia,Institución - Asosiacion de las Mujeres por los Derechos Humanos,No,Trata,Posible captación,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,,Tucumán,,Consultante,,Mujer cis,0,90
2023-03-06,18:29,8455459435,Urgencia,Ciudadano,No,Trata,Consulta judicializacion,Buenos Aires,Pilar,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,06
2023-03-06,18:39,9455459435,Urgencia,Ciudadano,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Mujer,0,02
2023-03-07,07:42,1565459435,Urgencia,Ciudadano,Sí,Trata,Ofrecimiento,Buenos Aires,,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,"No sabe, no recuerda",Mujer cis,35,06
2023-03-07,09:21,2565459435,Urgencia,Ciudadano,Sí,Otro,Robo,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-03-07,09:30,4565459435,Urgencia,Institución - Hospital Municipal del Partido de  La Matanza,No,Otro,Narcotráfico,,La Matanza,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,40,
2023-03-07,10:29,5565459435,Urgencia,Ciudadano,Sí,Trata,Consulta judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-03-07,10:42,7565459435,Urgencia,Institución - CENTRAL TELEFÓNICA,No,Trata,No aplica,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-07,11:29,9475459435,Urgencia,Institución - Ente Nacional de Comunicaciónes,No,Otro,Funcionamiento de la linea,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-07,11:50,2575459435,Urgencia,Ciudadano,No,Otro,Centro nacional de comunicaciones,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,0,
2023-03-07,18:06,8484559435,Urgencia,Ciudadano,No,Trata,Venta de niños y otros delitos,Santa Fe,Garibaldi,PNR - Línea 145,Línea 145,,Santa Fe,,Consultante,,Mujer,0,82
2023-03-07,18:41,9484559435,Urgencia,Ciudadano,No,Trata,Posible captación,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,0,02
2023-03-07,21:15,1584559435,Urgencia,Ciudadano,Sí,Violencias,De género > asesoramiento para realizar denuncia,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-03-08,09:24,9494559435,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,0,
2023-03-08,11:20,3594559435,Urgencia,Ciudadano,No,Trata,Judicialización,,,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,
2023-03-08,13:15,5594559435,Urgencia,Ciudadano,Sí,Trabajo (ex legal laboral),Empleadxs casas particulares,,,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,Por recomendación,Mujer,43,
2023-03-08,15:16,7594559435,Urgencia,Institución - Policía de la Ciudad,No,Trata,No aplica,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,02
2023-03-08,18:19,3505559435,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,,,,Consultante,,Mujer,0,82
2023-03-09,11:46,3525559435,Urgencia,Ciudadano,Sí,Otro,Tarjeta de cobro,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,,Santiago del Estero,,Consultante,,Mujer,34,86
2023-03-09,16:06,1535559435,Urgencia,Ciudadano,Sí,Trata,Consulta vias para poder denunciar,,,PNR - Línea 145,Línea 145,,,,Consultante,,Hombre,40,
2023-03-09,16:23,5535559435,Urgencia,Ciudadano,Sí,Trata,Judicialización,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,,Ciudad Autónoma de Buenos Aires,,Consultante,,Hombre,50,02
2023-03-09,16:35,6535559435,Urgencia,Ciudadano,No,Trata,Judicialización,Córdoba,Córdoba,PNR - Línea 145,Línea 145,,Córdoba,,Consultante,,Hombre,50,14
2023-03-09,18:51,8445559435,Urgencia,Ciudadano,Sí,Trata,Oferta laboral engañosa,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,,Buenos Aires,,Consultante,,Mujer,20,06
2023-03-09,20:19,9445559435,Urgencia,Ciudadano,No,Trata,Salud mental,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Consultante,,Mujer cis,0,02
